"KE","KEName","KEID","KEDescription"
"https://identifiers.org/aop.events/1353","Binding to voltage-gated sodium channel","KE 1353","Due to their critical role in neuronal function, sodium channels are known molecular targets of neurotoxins and neurotoxicants (Caterall et al., 2012; Wakeling et al., 2012). The essentiality of sodium channels in nerve conduction comes from classic literature on tetrodotoxin (TTX). TTX is a sodium channel blocker that inhibits the firing of action potentials in neurons by binding to the voltage-gated sodium channels (VGSC/NaV) in nerve cell membranes. This action blocks the passage of sodium ions into the neuron, ions responsible for the rising phase of an action potential (AP). There is strong evidence implicating a similar TTX-like of pyrethroid insecticides on VGSC. This block of VGSC is supported by an extensive body of literature on the action of pyrethroid insecticides on mammalian sodium channels. Binding studies using radioactive pyrethroid demonstrated specific binding of the pyrethroid to rat brain VGSC &alpha; subunits (Trainer et al., 1997).

Ion channels are integral membrane proteins that are critical for neuronal function. They form &quot;pores&quot; in the plasma membrane that allow certain ions to travel across the membrane along their electrochemical gradient. Ion channels that open in response to a change in membrane voltage potential are called &lsquo;voltage-gated&rsquo; ion channels. Channels that open in response to binding using a chemical signal or molecule are &lsquo;ligand-gated&rsquo; ion channels. In neurons, ion channels of both types are essential for chemical communication between cells, i.e., synaptic transmission. Ion channels also function to maintain membrane potential and initiate AP to propagate electrical impulses. VGSC are therefore responsible for AP initiation and propagation in most excitable cells, including nerve, muscle and neuroendocrine cell types. It is important to note that functional VGSC are present in both grey and white matter in the brain. Approximately 50% of white matter oligodendrocyte precursor cells receive synaptic inputs and can produce trains of VGSC-dependent APs (Fields, 2008). VGSC are also present on microglia where they contribute to the release of major pro-inflammatory cytokines (Hossain et al., 2017).

Mammalian VGSC are composed of one &alpha; and two &beta; subunits. Ten separate &alpha; subunits (Ogata and Ohishi, 2002) and four different &beta; subunits (Isom, 2002) have been identified and are expressed in tissue-, region- and time- specific manners. The diverse functional roles of VGSCs depend on the numerous potential combinations of &alpha; and &beta; subunits (Ogata and Ohishi, 2002). The type of VGSCs expressed in different cell types and regions, their sensitivity and their functional role, all contribute to the manifestation of toxicity and age-dependent sensitivity, of chemicals acting at this site."
"https://identifiers.org/aop.events/1376","Increase, angiogenesis","KE 1376","Angiogenesis is the physiological process through which new blood vessels form from existing vessels. This complex and tightly regulated process involves the proliferation and migration of endothelial cells, the remodeling of the extracellular matrix, and the recruitment of pericytes and smooth muscle cells. 

 

Key Steps in Angiogenesis:


	Stimulus for Angiogenesis: Angiogenesis is triggered by specific signals, such as growth factors, released in response to tissue hypoxia, injury, or other physiological needs.
	Activation of Endothelial Cells: Endothelial cells in existing blood vessels become activated in response to angiogenic signals, leading to changes in gene expression and cell behavior.
	Proliferation and Migration: Activated endothelial cells proliferate and migrate toward the angiogenic stimulus, guided by chemotactic signals.
	Tube Formation: Endothelial cells organize into tube-like structures, forming capillaries. This process involves the creation of lumens within the tubes.
	Vessel Maturation: The newly formed vessels undergo maturation processes, including the recruitment of pericytes and smooth muscle cells. This maturation is crucial for the stability and functionality of the vasculature.
	Integration with Circulatory System: The newly formed blood vessels integrate into the existing circulatory system, providing increased blood flow to the target tissues.


 

Angiogenesis is regulated by both pro and anti-angiogenic factors. The most common pro angiogenic factors are VEGF and FGF (Folkman).

 

Angiogenesis is a fundamental mechanism in development, tissue repair, and various pathological conditions, including cancer : 


	Development: During embryonic development, angiogenesis is critical for establishing the vascular network necessary for organ and tissue formation (Ribatti).
	Tissue Repair and Regeneration: Angiogenesis plays a key role in tissue repair and regeneration after injury or damage. The formation of new blood vessels helps supply nutrients and oxygen to the healing tissue (Ribatti).
	Menstrual Cycle and Pregnancy: In the female reproductive system, angiogenesis is a normal part of the menstrual cycle and is essential for the development of the placenta during pregnancy (Hoier).
	Inflammatory Response: Angiogenesis is involved in the inflammatory response, facilitating the influx of immune cells to sites of infection or injury.
	Cancer Growth and Metastasis : In cancer, angiogenesis is hijacked by tumors to support their growth and metastasis. Tumors release pro-angiogenic factors, promoting the formation of new blood vessels that supply nutrients and oxygen to the growing cancer cells (Nishida).
	Ischemic Diseases: Angiogenesis is a therapeutic target in diseases involving inadequate blood supply, such as ischemic heart disease and peripheral artery disease (Ferrara)"
"https://identifiers.org/aop.events/1386","CYP7B activity, inhibition","KE 1386","Site of action:

CYP7B is expressed in different organs including liver, prostate and brain.

How does it work :

CYP7B is a member of the cytochrome P450 family of enzymes. It is involved in steroidogenic pathways as well as in the synthesis of bile acids. In the brain, it is involved in neurosteroids synthesis.

In the brain, the reactions catalyzed by CYP7B are : 


	Probably in all vertebrates: Pregnenolone into 7&alpha;-hydroxypregnenolone and its stereoisomer 7&beta;-hydroxypregnenolone (bird only) (R08943) (Matsunaga et al., 2004; Rose et al., 1997; Tsutsui et al., 2008)
	Proven in mouse and human: Dehydroepiandrosterone (DHEA) to 7&alpha;-hydroxy-DHEA and its stereoisomer 7&beta;-hydroxy-DHEA (Martin et al., 2004; Weihua et al., 2002). 


In the human and mouse liver, CYP7B is responsible for (Toll et al., 1994): 


	5-cholesten-3-beta, 25(S)-diol into Cholest-5-ene-3 beta-7 alpha, 25-thiol (R07209 R08723),
	Cholest-5-ene-3 beta, 26-diol into 7 alpha, 27-dihydroxycholesterol (R07372 R08724),
	3 beta-hydroxy-5-cholestenoate into 3 beta, 7 alpha-dihydroxy-5-cholestenoate (R08727 R08728).
	It is expressed in the chicken liver and is probably involved in the same reactions (Handschin et al., 2005). 


In the prostate:


	Proven for human and rat: Dehydroepiandrosterone (DHEA) to 7&alpha;-hydroxy-DHEA and 7&beta;-hydroxy-DHEA (Martin et al., 2001; Martin et al., 2004). 


Inhibitors prevent the metabolism of pregnenolone into 7-alpha-hydroxypregnenolone, thereby decreasing the concentration of the neurosteroid. 


 3C456E644E6F74653E3C436974653E3C417574686F723E526F73653C2F417574686F723E3C596561723E313939373C2F596561723E3C5265634E756D3E313C2F5265634E756D3E3C446973706C6179546578743E284D617473756E61676120657420616C2E2C20323030343B20526F736520657420616C2E2C20313939373B205473757473756920657420616C2E2C2032303038293C2F446973706C6179546578743E3C7265636F72643E3C7265632D6E756D6265723E313C2F7265632D6E756D6265723E3C666F726569676E2D6B6579733E3C6B6579206170703D22454E222064622D69643D226578743939666130727A777272356573326163766630327A66737066733935746572647A223E313C2F6B65793E3C2F666F726569676E2D6B6579733E3C7265662D74797065206E616D653D224A6F75726E616C2041727469636C65223E31373C2F7265662D747970653E3C636F6E7472696275746F72733E3C617574686F72733E3C617574686F723E526F73652C204B2E20412E3C2F617574686F723E3C617574686F723E537461706C65746F6E2C20472E3C2F617574686F723E3C617574686F723E446F74742C204B2E3C2F617574686F723E3C617574686F723E4B69656E792C204D2E20502E3C2F617574686F723E3C617574686F723E426573742C20522E3C2F617574686F723E3C617574686F723E5363687761727A2C204D2E3C2F617574686F723E3C617574686F723E52757373656C6C2C20442E20572E3C2F617574686F723E3C617574686F723E426A6F726B68656D2C20492E3C2F617574686F723E3C617574686F723E5365636B6C2C204A2E3C2F617574686F723E3C617574686F723E4C617468652C20522E3C2F617574686F723E3C2F617574686F72733E3C2F636F6E7472696275746F72733E3C617574682D616464726573733E43656E74726520666F722047656E6F6D6520526573656172636820616E642043656E74726520666F72204E6575726F736369656E63652C20556E6976657273697479206F66204564696E62757267682C204B696E672661706F733B73204275696C64696E67732C2057657374204D61696E7320526F61642C204564696E62757267682045483920334A512C20556E69746564204B696E67646F6D2E3C2F617574682D616464726573733E3C7469746C65733E3C7469746C653E43797037622C2061206E6F76656C20627261696E206379746F6368726F6D6520503435302C20636174616C797A6573207468652073796E746865736973206F66206E6575726F737465726F6964732037616C7068612D687964726F7879206465687964726F657069616E64726F737465726F6E6520616E642037616C7068612D687964726F787920707265676E656E6F6C6F6E653C2F7469746C653E3C7365636F6E646172792D7469746C653E50726F63204E61746C2041636164205363692055205320413C2F7365636F6E646172792D7469746C653E3C2F7469746C65733E3C706572696F646963616C3E3C66756C6C2D7469746C653E50726F63204E61746C2041636164205363692055205320413C2F66756C6C2D7469746C653E3C2F706572696F646963616C3E3C70616765733E343932352D33303C2F70616765733E3C766F6C756D653E39343C2F766F6C756D653E3C6E756D6265723E31303C2F6E756D6265723E3C65646974696F6E3E313939372F30352F31333C2F65646974696F6E3E3C6B6579776F7264733E3C6B6579776F72643E31372D616C7068612D487964726F7879707265676E656E6F6C6F6E652F616E616C6F67732026616D703B2064657269766174697665732F2A6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E416E696D616C733C2F6B6579776F72643E3C6B6579776F72643E427261696E2F2A656E7A796D6F6C6F67793C2F6B6579776F72643E3C6B6579776F72643E4379746F6368726F6D6520502D34353020456E7A796D652053797374656D2F62696F73796E7468657369732F2A6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E4379746F6368726F6D6520503435302046616D696C7920373C2F6B6579776F72643E3C6B6579776F72643E444E412C20436F6D706C656D656E746172793C2F6B6579776F72643E3C6B6579776F72643E4465687964726F657069616E64726F737465726F6E652F2A616E616C6F67732026616D703B2064657269766174697665732F6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E47656E6574696320566563746F72733C2F6B6579776F72643E3C6B6579776F72643E48654C612043656C6C733C2F6B6579776F72643E3C6B6579776F72643E486970706F63616D7075732F656E7A796D6F6C6F67793C2F6B6579776F72643E3C6B6579776F72643E48756D616E733C2F6B6579776F72643E3C6B6579776F72643E4B696E65746963733C2F6B6579776F72643E3C6B6579776F72643E4D6963653C2F6B6579776F72643E3C6B6579776F72643E526174733C2F6B6579776F72643E3C6B6579776F72643E5265636F6D62696E616E742050726F7465696E732F62696F73796E7468657369732F6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E2A537465726F696420487964726F78796C617365733C2F6B6579776F72643E3C6B6579776F72643E5375627374726174652053706563696669636974793C2F6B6579776F72643E3C6B6579776F72643E5472616E7366656374696F6E3C2F6B6579776F72643E3C6B6579776F72643E56616363696E69612076697275733C2F6B6579776F72643E3C2F6B6579776F7264733E3C64617465733E3C796561723E313939373C2F796561723E3C7075622D64617465733E3C646174653E4D61792031333C2F646174653E3C2F7075622D64617465733E3C2F64617465733E3C6973626E3E303032372D3834323420285072696E7429262378443B303032372D3834323420284C696E6B696E67293C2F6973626E3E3C616363657373696F6E2D6E756D3E393134343136363C2F616363657373696F6E2D6E756D3E3C75726C733E3C72656C617465642D75726C733E3C75726C3E687474703A2F2F7777772E6E6362692E6E6C6D2E6E69682E676F762F7075626D65642F393134343136363C2F75726C3E3C2F72656C617465642D75726C733E3C2F75726C733E3C637573746F6D323E32343630373C2F637573746F6D323E3C6C616E67756167653E656E673C2F6C616E67756167653E3C2F7265636F72643E3C2F436974653E3C436974653E3C417574686F723E547375747375693C2F417574686F723E3C596561723E323030383C2F596561723E3C5265634E756D3E323C2F5265634E756D3E3C7265636F72643E3C7265632D6E756D6265723E323C2F7265632D6E756D6265723E3C666F726569676E2D6B6579733E3C6B6579206170703D22454E222064622D69643D226578743939666130727A777272356573326163766630327A66737066733935746572647A223E323C2F6B65793E3C2F666F726569676E2D6B6579733E3C7265662D74797065206E616D653D224A6F75726E616C2041727469636C65223E31373C2F7265662D747970653E3C636F6E7472696275746F72733E3C617574686F72733E3C617574686F723E547375747375692C204B2E3C2F617574686F723E3C617574686F723E496E6F75652C204B2E3C2F617574686F723E3C617574686F723E4D697961626172612C20482E3C2F617574686F723E3C617574686F723E53757A756B692C20532E3C2F617574686F723E3C617574686F723E4F677572612C20592E3C2F617574686F723E3C617574686F723E4861726167756368692C20532E3C2F617574686F723E3C2F617574686F72733E3C2F636F6E7472696275746F72733E3C617574682D616464726573733E4C61626F7261746F7279206F6620496E74656772617469766520427261696E20536369656E6365732C204465706172746D656E74206F662042696F6C6F67792C20466163756C7479206F6620456475636174696F6E20616E6420496E7465677261746564204172747320616E6420536369656E6365732C2057617365646120556E69766572736974792C205368696E6A756B752D6B752C20546F6B796F203136392D383035302C204A6170616E2E206B2D74737574737569407761736564612E6A703C2F617574682D616464726573733E3C7469746C65733E3C7469746C653E37416C7068612D687964726F7879707265676E656E6F6C6F6E65206D65646961746573206D656C61746F6E696E20616374696F6E20756E6465726C79696E6720646975726E616C206C6F636F6D6F746F722072687974686D733C2F7469746C653E3C7365636F6E646172792D7469746C653E4A204E6575726F7363693C2F7365636F6E646172792D7469746C653E3C2F7469746C65733E3C706572696F646963616C3E3C66756C6C2D7469746C653E4A204E6575726F7363693C2F66756C6C2D7469746C653E3C2F706572696F646963616C3E3C70616765733E323135382D36373C2F70616765733E3C766F6C756D653E32383C2F766F6C756D653E3C6E756D6265723E393C2F6E756D6265723E3C65646974696F6E3E323030382F30322F32393C2F65646974696F6E3E3C6B6579776F7264733E3C6B6579776F72643E31372D616C7068612D487964726F7879707265676E656E6F6C6F6E652F2A616E616C6F67732026616D703B2064657269766174697665732F636C617373696669636174696F6E2F6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E416E696D616C733C2F6B6579776F72643E3C6B6579776F72643E4265686176696F722C20416E696D616C2F6472756720656666656374733C2F6B6579776F72643E3C6B6579776F72643E427261696E2F2A6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E427261696E204368656D69737472792F70687973696F6C6F67793C2F6B6579776F72643E3C6B6579776F72643E434F532043656C6C733C2F6B6579776F72643E3C6B6579776F72643E436572636F70697468656375732061657468696F70733C2F6B6579776F72643E3C6B6579776F72643E4368726F6D61746F6772617068792C2048696768205072657373757265204C69717569643C2F6B6579776F72643E3C6B6579776F72643E43697263616469616E2052687974686D2F2A70687973696F6C6F67793C2F6B6579776F72643E3C6B6579776F72643E436C6F6E696E672C204D6F6C6563756C61722F6D6574686F64733C2F6B6579776F72643E3C6B6579776F72643E45796520456E75636C656174696F6E2F6D6574686F64733C2F6B6579776F72643E3C6B6579776F72643E46656D616C653C2F6B6579776F72643E3C6B6579776F72643E4D616C653C2F6B6579776F72643E3C6B6579776F72643E4D656C61746F6E696E2F2A61646D696E697374726174696F6E2026616D703B20646F736167652F616E7461676F6E697374732026616D703B20696E68696269746F72732F6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E4D6F746F722041637469766974792F6472756720656666656374732F2A70687973696F6C6F67793C2F6B6579776F72643E3C6B6579776F72643E50696E65616C20476C616E642F696E6A75726965732F70687973696F6C6F67793C2F6B6579776F72643E3C6B6579776F72643E517561696C3C2F6B6579776F72643E3C6B6579776F72643E5472616E7366656374696F6E3C2F6B6579776F72643E3C6B6579776F72643E5472797074616D696E65732F706861726D61636F6C6F67793C2F6B6579776F72643E3C2F6B6579776F7264733E3C64617465733E3C796561723E323030383C2F796561723E3C7075622D64617465733E3C646174653E4665622032373C2F646174653E3C2F7075622D64617465733E3C2F64617465733E3C6973626E3E313532392D323430312028456C656374726F6E696329262378443B303237302D3634373420284C696E6B696E67293C2F6973626E3E3C616363657373696F6E2D6E756D3E31383330353234393C2F616363657373696F6E2D6E756D3E3C75726C733E3C72656C617465642D75726C733E3C75726C3E687474703A2F2F7777772E6E6362692E6E6C6D2E6E69682E676F762F7075626D65642F31383330353234393C2F75726C3E3C2F72656C617465642D75726C733E3C2F75726C733E3C656C656374726F6E69632D7265736F757263652D6E756D3E31302E313532332F4A4E4555524F5343492E333536322D30372E32303038262378443B32382F392F32313538205B7069695D3C2F656C656374726F6E69632D7265736F757263652D6E756D3E3C6C616E67756167653E656E673C2F6C616E67756167653E3C2F7265636F72643E3C2F436974653E3C436974653E3C417574686F723E4D617473756E6167613C2F417574686F723E3C596561723E323030343C2F596561723E3C5265634E756D3E343C2F5265634E756D3E3C7265636F72643E3C7265632D6E756D6265723E343C2F7265632D6E756D6265723E3C666F726569676E2D6B6579733E3C6B6579206170703D22454E222064622D69643D226578743939666130727A777272356573326163766630327A66737066733935746572647A223E343C2F6B65793E3C2F666F726569676E2D6B6579733E3C7265662D74797065206E616D653D224A6F75726E616C2041727469636C65223E31373C2F7265662D747970653E3C636F6E7472696275746F72733E3C617574686F72733E3C617574686F723E4D617473756E6167612C204D2E3C2F617574686F723E3C617574686F723E556B656E612C204B2E3C2F617574686F723E3C617574686F723E4261756C6965752C20452E20452E3C2F617574686F723E3C617574686F723E547375747375692C204B2E3C2F617574686F723E3C2F617574686F72733E3C2F636F6E7472696275746F72733E3C617574682D616464726573733E4C61626F7261746F7279206F6620427261696E20536369656E63652C20466163756C7479206F6620496E7465677261746564204172747320616E6420536369656E6365732C204869726F7368696D6120556E69766572736974792C20486967617368692D4869726F7368696D61203733392D383532312C204A6170616E2E3C2F617574682D616464726573733E3C7469746C65733E3C7469746C653E37616C7068612D487964726F7879707265676E656E6F6C6F6E6520616374732061732061206E6575726F6E616C20616374697661746F7220746F207374696D756C617465206C6F636F6D6F746F72206163746976697479206F66206272656564696E67206E65777473206279206D65616E73206F662074686520646F70616D696E65726769632073797374656D3C2F7469746C653E3C7365636F6E646172792D7469746C653E50726F63204E61746C2041636164205363692055205320413C2F7365636F6E646172792D7469746C653E3C2F7469746C65733E3C706572696F646963616C3E3C66756C6C2D7469746C653E50726F63204E61746C2041636164205363692055205320413C2F66756C6C2D7469746C653E3C2F706572696F646963616C3E3C70616765733E31373238322D373C2F70616765733E3C766F6C756D653E3130313C2F766F6C756D653E3C6E756D6265723E34393C2F6E756D6265723E3C65646974696F6E3E323030342F31322F30313C2F65646974696F6E3E3C6B6579776F7264733E3C6B6579776F72643E31372D616C7068612D487964726F7879707265676E656E6F6C6F6E652F2A616E616C6F67732026616D703B2064657269766174697665732F616E616C797369732F2A626C6F6F642F2A706861726D61636F6C6F67793C2F6B6579776F72643E3C6B6579776F72643E416E696D616C733C2F6B6579776F72643E3C6B6579776F72643E427261696E2F6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E427261696E204368656D69737472793C2F6B6579776F72643E3C6B6579776F72643E4272656564696E673C2F6B6579776F72643E3C6B6579776F72643E446F70616D696E652F2A6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E4D616C653C2F6B6579776F72643E3C6B6579776F72643E4D6F746F722041637469766974792F2A6472756720656666656374733C2F6B6579776F72643E3C6B6579776F72643E4E6575726F6E732F2A6D657461626F6C69736D3C2F6B6579776F72643E3C6B6579776F72643E507265676E656E6F6C6F6E652F616E616C797369732F2A62696F73796E7468657369732F2A706861726D61636F6C6F67793C2F6B6579776F72643E3C6B6579776F72643E53616C616D616E6472696461653C2F6B6579776F72643E3C2F6B6579776F7264733E3C64617465733E3C796561723E323030343C2F796561723E3C7075622D64617465733E3C646174653E4465632030373C2F646174653E3C2F7075622D64617465733E3C2F64617465733E3C6973626E3E303032372D3834323420285072696E7429262378443B303032372D3834323420284C696E6B696E67293C2F6973626E3E3C616363657373696F6E2D6E756D3E31353536393933303C2F616363657373696F6E2D6E756D3E3C75726C733E3C72656C617465642D75726C733E3C75726C3E687474703A2F2F7777772E6E6362692E6E6C6D2E6E69682E676F762F7075626D65642F31353536393933303C2F75726C3E3C2F72656C617465642D75726C733E3C2F75726C733E3C637573746F6D323E3533353338363C2F637573746F6D323E3C656C656374726F6E69632D7265736F757263652D6E756D3E30343037313736313031205B7069695D262378443B31302E313037332F706E61732E303430373137363130313C2F656C656374726F6E69632D7265736F757263652D6E756D3E3C6C616E67756167653E656E673C2F6C616E67756167653E3C2F7265636F72643E3C2F436974653E3C2F456E644E6F74653E00"
"https://identifiers.org/aop.events/1389","Locomotor activity, decreased","KE 1389","Vertebrate move for a variety of reasons including reproduction, search for food or suitable microhabitat, and escape predator. In birds, newt, and other vertebrates, locomotor activity is cyclic and follows the circadian and/or seasonal rhythm (Saper et al., 2005; Binkley et al., 1971; Chabot  and  Menaker,  1992).


	Locomotor activity is elevated in quail under daylight and decreases at night, following a circadian cycle. It was shown in bird that locomotor activity was mainly related to maintenance of territory (Wada, 1981; Watson, 1970). 
	In newt, locomotor activity is high during breeding season and night time (Nagai et al., 1998).
	In salmon, the maximum locomotor activity is observed during homing migration where fishes swim against the water flow (Gowans et al., 2003)."
"https://identifiers.org/aop.events/139","N/A, Hepatotoxicity, Hepatopathy, including a constellation of observable effects","KE 139","As defined in NTP (2006a), toxic hepatopathy consists of a constellation of different histological observations including, but not limited to, hepatocyte hypertrophy, multinucleated hepatocytes, inflammation, pigmentation, steatosis, portal fibrosis, bile duct cysts, cholangiofibrosis, mitochondrial injury, necrosis, fibrosis, and porphyria, as well as bile duct and oval cell hyperplasia (Boverhof et al., 2005; Chang et al., 2005; Hailey et al., 2005; Jones and Greig, 1975; NTP, 2006a; NTP, 2006b; NTP, 2006c; NTP, 2006d; NTP, 2006e; NTP, 2006f; Walker et al., 2006; Simon et al., 2009).
In this AOP, Hepatotoxicity/Hepatopathy is distinguished from Cellular Proliferation/Hyperplasia as the histological observations that comprise toxic hepatopathy but without bile duct hyperplasia and oval cell hyperplasia."
"https://identifiers.org/aop.events/1390","Sexual behavior, decreased","KE 1390","Sexual behavior in male bird is characterized by components such as crowing, strutting, and mounting, whereas the newt exhibits a tail-vibrating behavior (Hutchison, 1978). In both species, sexual behavior varies on a daily (photoperiod) and seasonal (breeding) basis. A decrease in sexual behavior is defined by a reduction in the frequency of these typical behaviors."
"https://identifiers.org/aop.events/1443","Atherosclerosis","KE 1443","Atherosclerosis is defined as the thickening of the arterial wall towards the lumen. The thickening, called atherosclerotic plaques, is composed of macrophages, smooth muscle cells, lymphocytes, lipids (including cholesterol), and connective tissue. This thickening reduces the space in the blood vessels which is available for the blood flow (Widmaier, Raff, Strang, &amp; Vander, 2016).

Atherosclerosis is initiated with an endothelial injury that allows the translocation of low density lipoprotein (LDL) molecules to the intima layer of the artery, where they become oxidized (oxLDL). The endothelial cells release chemokines and adhesion molecules that recruits blood monocytes to the injury site, where monocytes cross to the sub-endothelial space. Monocytes then differentiate into macrophages and take up oxLDL, thus becoming laden with lipoproteins (&ldquo;foam cells&rdquo;). The lipid accumulation and foam cell formation continues over time, and the migration of smooth muscle cells from the media layer to the intima space helps establishing an atherosclerotic plaque with the release extracellular matrix molecules (Libby et al., 2019)."
"https://identifiers.org/aop.events/1445","Increase, Lipid peroxidation","KE 1445","Lipid peroxidation is the direct damage to lipids in the membrane of the cell or the membranes of the organelles inside the cells. Ultimately the membranes will break due to the build-up damage in the lipids. This is mainly caused by oxidants which attack lipids specifically, since these contain carbon-carbon double bonds. During lipid peroxidation several lipid radicals are formed in a chain reaction. These reactions can interfere and stimulate each other. Antioxidants, such as vitamin E, can react with lipid peroxy radicals to prevent further damage in the cell (Cooley et al. 2000)."
"https://identifiers.org/aop.events/1489","N/A, Steatohepatisis","KE 1489","Biological state: steatohepatisis is steatosis (fatty liver) presenting with inflammation. 

Biological compartment: liver.

Role in biology: Steatohepatisis is a disease and adverse endpoint. If this state continues, it will eventually lead to fibrosis and cirrhosis of the liver."
"https://identifiers.org/aop.events/149","Increase, Inflammation","KE 149","Inflammation is complex to define.  

Villeneuve et al. (2018) analyzed the varied biological responses, provided guidance to simplify the  process representing inflammation in adverse outcome pathways, and recommended 3 key steps: 1. Tissue resident cell activation 2. Increased Pro-inflammatory mediators 3. Leukocyte recruitment/activation.  Tissue resident cell activation generally occurs when healthy tissue is exposed to a stressor, or when damage occurs, initiating a signal response of pro-inflammatory mediators (ex. cytokines).  Pro-inflammatory mediators result in the production of lipids and proteins, signaling, and initiate leukocyte recruitment/activation.  Leukocyte recruitment/activation initiate inflammation and other morphological changes.  

In cancer, inflammation is a cascade of events created by the host in response to the spread of the cancer (Coussens and Werb, 2002). In response to an injury or the presence of cancer, the host heals itself through inflammation. Indeed, the activation and the migration of  leukocytes (neutrophils, monocytes and eosinophils) to the wound induces the healing process. These inflammatory cells provide an extracellular matrix that forms upon which fibroblast and endothelial cells proliferate and migrate in order to recreate a normal environment. Damage to the epithelial layer initiate inflammatory reactions (Palmer et al. 2011).  In cancer, this inflammatory state induces cell proliferation, increases the production of reactive oxygen species leading to oxidative DNA damage, and reduces DNA repair (Coussens and Werb, 2002).  For review of inflammation caused by microplastics in mammals, see Wright and Kelly (2017).

 

 

Inflammation can be defined as the response of the organism to a tissue injury (Coussens). Indeed, in order to heal this injury, a multitude of chemical signals initiate and maintain a host response. Leukocytes (neutrophils, monocytes and eosinophils) are recruited to the site of the damage through the attraction by chemokines (TNF-&alpha; (tumour necrosis factor-&alpha;), interleukines&hellip;). A provisional extracellular matrix (ECM) is created, and fibroblast and endothelial cells proliferate and migrate to it. Wound healing is an example of physiological inflammation and is self-limiting (Coussens). In case of a dysregulation, inflammation can lead to pathologies. Inflammation can be caused by physical injury, ischemic injury, infection, exposure to toxins, or other types of trauma (Singh).

Inflammation was described as one of the hallmarks of cancer by Hannahan et al. as a response to tumor invasion through mainly two mechanisms: promoting genetic instatbility and supply pro-tumorogenic factors.

First, inflammation in cancer promotes genetic instability (Mantovani, colotta). Macrophages, in contact with the inflammatory site can be responsible of a reactive stress oxygen reaction (ROS) (Maeda, Pollard, Grivennikov). Indeed, they generate high levels of reactive oxygen and nitrogen species which produce mutagenic agents (peroxynitrite), which in turn causes DNA mutations.

Second, in inflammation, the tumor micro environment plays a critical role (Coussens). Indeed, in can supply growth factors, survival factors, proangiogenic factors, extracellular matrix-modifying enzymes that facilitate angiogenesis, invasion, and metastasis, and inductive signals that lead to activation of EMT and other hallmark-facilitating programs (Hannahan). For example, macrophages can become tumor associated macrophage which promote cell proliferation, angiogenesis, and invasion (Singh, Lin, Qian).

Moreover, chronic inflammation can also lead to tumorigenesis (Karin, Singh). Indeed, since 1863, Virchow has hypothesized that chronic inflammation causes cell proliferation (Balkwill). According to Aggarwall, several pro-inflammatory markers such as TNF and members of its superfamily, IL-1alpha, IL-1beta, IL-6, IL-8, IL-18, chemokines, MMP-9, VEGF, COX-2, and 5-LOX mediate suppression of apoptosis, proliferation, angiogenesis, invasion, and metastasis (Aggarwal)."
"https://identifiers.org/aop.events/1490","Inhibition, Fatty Acid Beta Oxidation","KE 1490","Biological state being measured: fatty acid beta oxidation

Biological compartment: mitochondria or peroxisome

General role in biology: Fatty acid beta oxidation (FABO) is the process by which fatty acids are metabolized into glucose for energy utilization."
"https://identifiers.org/aop.events/1491","Increased, Oncotic Necrosis","KE 1491","Biological state: cell death resulting from cellular swelling, as opposed to apoptosis.

Biological compartment: tissue level -- cellular swelling and death.

General role in biology: oncotic necrosis is cell death that is not planned or programmed. Oncotic necrosis typically results in inflammation."
"https://identifiers.org/aop.events/1509","Protein Adduct Formation","KE 1509","Reactive chemicals or metabolites can interact with proteins present in any cell type which occur at the molecular level. The electrophilic chemicals react with the nucleophilic parts of proteins, forming a covalent bond. When proteins are in their original shape they can function properly, when this is not the case the protein loses its function. These are unspecific proteins which are altered in shape due to the covalent binding of chemicals."
"https://identifiers.org/aop.events/1511","Lipid Peroxidation","KE 1511","Lipid peroxidation is the direct damage to lipids in the membrane of the cell or the membranes of the organelles inside the cells. Ultimately the membranes will break due to the build-up damage in the lipids This is mainly caused by oxidants which attack lipids specifically, since these contain carbon-carbon double bonds. During lipid peroxidation several lipid radicals are formed in a chain reaction. These reactions can interfere and stimulate each other. Antioxidants, such as vitamin E, can react with lipid peroxy radicals to prevent further damage in the cell. Main products of the lipid peroxidation reaction are lipid hydroperoxides, malondialdehyde and 4-hydroxynonenal."
"https://identifiers.org/aop.events/1514","Neurodegeneration","KE 1514","Neurodegeneration is the loss of neuron cells in the brain and spinal cord. The loss of neurons can either be functional loss, also called ataxia, or sensory dysfunction, known as dementia. The brain is organized in different parts which all have their own function in an individual. So which affect the neurodegeneration has on an individual it depends on where neuron loss occurs."
"https://identifiers.org/aop.events/1521","Decrease, Growth","KE 1521","Decreased growth refers to a reduction in size and/or weight of a tissue, organ or individual organism. Growth is normally controlled by growth factors and mainly achieved through cell proliferation (Conlon 1999)."
